Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category
"Govt. Swimming Pool, Sector 23",3.9,-287,30.736525,76.762269,Entertainment,Sports Complex
CLTA Tennis Stadium,4.4,-457,30.750623,76.785912,Entertainment,Sports Complex
Shri Parshuram Bhawan,4.3,-747,30.735659,76.751976,Entertainment,Concert Hall
Punjab Arts Council,4.4,-405,N/A,N/A,Entertainment,Concert Hall
International Dolls Museum,4.2,"-2,012",30.741178,76.770981,Entertainment,Zoo
ISKCON Temple Chandigarh,4.8,"-6,802",30.734364,76.761349,Entertainment,Zoo
Shanti Kunj Park,4.4,"-1,462",30.743855,76.77619,Entertainment,Zoo
Children Traffic Park,4.2,"-3,209",30.744232,76.764969,Entertainment,Zoo
Viijay Kuumar Stand up Comedian Anchor,5,-73,30.741576,76.758743,Entertainment,Comedy Club
VShiine Event,4.8,-12,30.741559,76.758753,Entertainment,Comedy Club
Ultimate Fitness Gym Phase 11 | Best Gym in Mohali,4.8,"-1,056",30.683071,76.742813,Fitness & Wellness,Gym
The Pump House Gym,4.8,-173,30.687923,76.737537,Fitness & Wellness,Gym
Easy tone gym,4.8,-56,30.683119,76.74282,Fitness & Wellness,Gym
Focus 2 Fitness Gym,4.7,-226,30.686403,76.738526,Fitness & Wellness,Gym
Elevate Wellness Club,4.5,-243,30.683722,76.74212,Fitness & Wellness,Gym
Art of Living Yoga and Meditation Center(Happiness Program),5,-110,30.692686,76.742648,Fitness & Wellness,Yoga Studio
YoKalp,4.8,-123,30.685425,76.721472,Fitness & Wellness,Yoga Studio
Gurukul Yoga instructor's provider,5,-14,30.684958,76.724595,Fitness & Wellness,Yoga Studio
Osh Fit,5,-2,30.688563,76.738882,Fitness & Wellness,Yoga Studio
Deva Eternal Yoga,5,-6,30.679577,76.729452,Fitness & Wellness,Yoga Studio
Open Gym,4.5,-2,30.693363,76.75201,Fitness & Wellness,Gym
kr fitness,5,-15,30.695605,76.748982,Fitness & Wellness,Gym
Personal trainer for fitness and gym by Umesh,5,-2,30.699375,76.740094,Fitness & Wellness,Gym
HEALTHY KAYA WELNESS CENTER,3,-2,30.69296,76.752408,Fitness & Wellness,Gym
Meet Singh Fitness,5,-8,30.692061,76.748565,Fitness & Wellness,Gym
Art of Living Yoga and Meditation Center(Happiness Program),5,-110,30.692686,76.742648,Fitness & Wellness,Yoga Studio
Aarogya Sadan,4.7,-64,30.700519,76.746061,Fitness & Wellness,Yoga Studio
Infinity Yoga Studio,4.8,-10,30.69994,76.756713,Fitness & Wellness,Yoga Studio
Fat to Fit Diet Clinic - Best Yoga & Pilates Studio in Mohali,5,-78,30.703525,76.726525,Fitness & Wellness,Yoga Studio
YoKalp,4.8,-123,30.685425,76.721472,Fitness & Wellness,Yoga Studio
Pro Ultimate Gyms Sector 71 Mohali,4.9,-390,30.704512,76.708784,Fitness & Wellness,Gym
Anytime Fitness,4.7,-608,30.717181,76.753064,Fitness & Wellness,Gym
Recreation Gym,4.5,-133,30.699889,76.765339,Fitness & Wellness,Gym
Pro Ultimate Gyms - Sec 46 Chandigarh,4.5,-727,30.699875,76.765549,Fitness & Wellness,Gym
Ultimate Physique Fitness Gym,4.8,-143,30.69843,76.713463,Fitness & Wellness,Gym
"Aarogya Yoga | Meditation, Yoga, and Wellness Studio",5,-51,30.713844,76.753389,Fitness & Wellness,Yoga Studio
Yoga In Nerves,5,-46,30.710862,76.735621,Fitness & Wellness,Yoga Studio
Yoga Wellness Studio,5,-2,30.698354,76.763961,Fitness & Wellness,Yoga Studio
Saraswati Yogpeeth,5,-78,30.700082,76.765343,Fitness & Wellness,Yoga Studio
Yogic Amritdhara,5,-34,30.71271,76.75214,Fitness & Wellness,Yoga Studio
Anytime Fitness,4.7,-608,30.717181,76.753064,Fitness & Wellness,Gym
"Pro Ultimate Gyms - Sector 44-C, Chandigarh",4.9,-61,30.712854,76.751928,Fitness & Wellness,Gym
Athelonics Hybrid Gym,4.5,-431,30.71826,76.754688,Fitness & Wellness,Gym
Reflex Gym,4.3,-67,30.711383,76.757399,Fitness & Wellness,Gym
The Barbell LiFe GYM & SpA CroSsFiTt,4.2,-83,30.71423,76.751539,Fitness & Wellness,Gym
"Aarogya Yoga | Meditation, Yoga, and Wellness Studio",5,-51,30.713844,76.753389,Fitness & Wellness,Yoga Studio
Yogic Amritdhara,5,-34,30.71271,76.75214,Fitness & Wellness,Yoga Studio
Athelonics Hybrid Gym,4.5,-431,30.71826,76.754688,Fitness & Wellness,Yoga Studio
Anytime Fitness,4.7,-608,30.717181,76.753064,Fitness & Wellness,Yoga Studio
Anytime Fitness,4.7,-608,30.717181,76.753064,Fitness & Wellness,Gym
Urban Gym,4.7,-103,30.72183,76.770036,Fitness & Wellness,Gym
Burn Gym Phase 5 Mohali,4.5,-890,30.716201,76.715926,Fitness & Wellness,Gym
Space Seven Fitness,4.6,-282,30.714077,76.708557,Fitness & Wellness,Gym
IRON HUB GYM,4.6,-280,30.730239,76.722807,Fitness & Wellness,Gym
"Aarogya Yoga | Meditation, Yoga, and Wellness Studio",5,-51,30.713844,76.753389,Fitness & Wellness,Yoga Studio
Krishnamacharyar AshtangaViniyoga,5,-66,30.71734,76.763766,Fitness & Wellness,Yoga Studio
Yoga In Nerves,5,-46,30.710862,76.735621,Fitness & Wellness,Yoga Studio
Chandigarh Yoga Studio,4.9,-26,30.733269,76.767539,Fitness & Wellness,Yoga Studio
Yogic Amritdhara,5,-34,30.71271,76.75214,Fitness & Wellness,Yoga Studio
Muscle Arena,4.5,-143,30.734018,76.752689,Fitness & Wellness,Gym
Suprama Fitness,4.6,-125,30.726651,76.757669,Fitness & Wellness,Gym
Powerup gym,N/A,N/A,30.726556,76.755963,Fitness & Wellness,Gym
Camphor fitness,5,-18,30.734286,76.740394,Fitness & Wellness,Gym
Aman Kaushik | The Personal Fitness Trainer,5,-49,30.734058,76.739136,Fitness & Wellness,Gym
Teakwondo and karate Academy Chandigarh,5,-1,30.730341,76.753791,Fitness & Wellness,Yoga Studio
Rock 'n' Roll Dance Modeling Acting Academy Chandigarh,5,-63,30.726715,76.757787,Fitness & Wellness,Yoga Studio
Yoga instructor,5,-2,30.735878,76.743145,Fitness & Wellness,Yoga Studio
Pro Ultimate Gyms Sector 38,4.8,-514,30.744436,76.743658,Fitness & Wellness,Gym
City Fitness Gym,4.7,-21,N/A,N/A,Fitness & Wellness,Gym
IRON HUB GYM,4.6,-280,30.730239,76.722807,Fitness & Wellness,Gym
Ozi Gym & Spa - Sec 22,4.2,-371,30.731003,76.765195,Fitness & Wellness,Gym
Powerzone Gym,4.7,-183,30.727799,76.768031,Fitness & Wellness,Gym
yoga classes(fit by yoga studio),4.9,-10,30.736929,76.732723,Fitness & Wellness,Yoga Studio
Sambhav Yog,5,-25,30.744177,76.750059,Fitness & Wellness,Yoga Studio
Advait Yog Siddhant,4.8,-17,30.741737,76.743132,Fitness & Wellness,Yoga Studio
Yogabhyasa Studio || Taekwondo & General / Advance Yogasana Classes,5,-185,30.740217,76.757777,Fitness & Wellness,Yoga Studio
Satvic yoga classes,5,-31,30.738478,76.738155,Fitness & Wellness,Yoga Studio
Fitness club,4.9,-20,30.68667,76.746368,Fitness & Wellness,Gym
MOHALI FITNESS CENTER,4.5,-8,30.684213,76.749037,Fitness & Wellness,Gym
Open Gym,4.5,-2,30.693363,76.75201,Fitness & Wellness,Gym
Open Air Gym,4.5,-4,30.687611,76.75533,Fitness & Wellness,Gym
Rana's Fitness Centre,4,-4,30.682294,76.743614,Fitness & Wellness,Gym
Art of Living Yoga and Meditation Center(Happiness Program),5,-110,30.692686,76.742648,Fitness & Wellness,Yoga Studio
Yoga Wellness Studio,5,-2,30.698354,76.763961,Fitness & Wellness,Yoga Studio
Osh Fit,5,-2,30.688563,76.738882,Fitness & Wellness,Yoga Studio
The Yoga�s hub by Nirmal Kaur,5,-3,30.693129,76.733435,Fitness & Wellness,Yoga Studio
The Pump House Gym,4.8,-173,30.687923,76.737537,Fitness & Wellness,Yoga Studio
Open Gym,4.5,-2,30.693363,76.75201,Fitness & Wellness,Gym
kr fitness,5,-15,30.695605,76.748982,Fitness & Wellness,Gym
HEALTHY KAYA WELNESS CENTER,3,-2,30.69296,76.752408,Fitness & Wellness,Gym
Meet Singh Fitness,5,-8,30.692061,76.748565,Fitness & Wellness,Gym
Online Nutritionist and Fitness Trainer in India,4.9,-62,30.698887,76.755258,Fitness & Wellness,Gym
Art of Living Yoga and Meditation Center(Happiness Program),5,-110,30.692686,76.742648,Fitness & Wellness,Yoga Studio
Saraswati Yogpeeth,5,-78,30.700082,76.765343,Fitness & Wellness,Yoga Studio
Yoga Wellness Studio,5,-2,30.698354,76.763961,Fitness & Wellness,Yoga Studio
Aarogya Sadan,4.7,-64,30.700519,76.746061,Fitness & Wellness,Yoga Studio
Infinity Yoga Studio,4.8,-10,30.69994,76.756713,Fitness & Wellness,Yoga Studio
Anytime Fitness,4.7,-608,30.717181,76.753064,Fitness & Wellness,Gym
Octane Fitness Sector 32,4.8,-380,30.708996,76.774072,Fitness & Wellness,Gym
Recreation Gym,4.5,-133,30.699889,76.765339,Fitness & Wellness,Gym
Pro Ultimate Gyms - Sec 46 Chandigarh,4.5,-727,30.699875,76.765549,Fitness & Wellness,Gym
Ultimate Physique Fitness Gym,4.8,-143,30.69843,76.713463,Fitness & Wellness,Gym
"Aarogya Yoga | Meditation, Yoga, and Wellness Studio",5,-51,30.713844,76.753389,Fitness & Wellness,Yoga Studio
Yoga In Nerves,5,-46,30.710862,76.735621,Fitness & Wellness,Yoga Studio
Yoga Wellness Studio,5,-2,30.698354,76.763961,Fitness & Wellness,Yoga Studio
Saraswati Yogpeeth,5,-78,30.700082,76.765343,Fitness & Wellness,Yoga Studio
Yogic Amritdhara,5,-34,30.71271,76.75214,Fitness & Wellness,Yoga Studio
Anytime Fitness,4.7,-608,30.717181,76.753064,Fitness & Wellness,Gym
"Pro Ultimate Gyms - Sector 44-C, Chandigarh",4.9,-61,30.712854,76.751928,Fitness & Wellness,Gym
Athelonics Hybrid Gym,4.5,-431,30.71826,76.754688,Fitness & Wellness,Gym
Reflex Gym,4.3,-67,30.711383,76.757399,Fitness & Wellness,Gym
The Barbell LiFe GYM & SpA CroSsFiTt,4.2,-83,30.71423,76.751539,Fitness & Wellness,Gym
Yoga In Nerves,5,-46,30.710862,76.735621,Fitness & Wellness,Yoga Studio
Krishnamacharyar AshtangaViniyoga,5,-66,30.71734,76.763766,Fitness & Wellness,Yoga Studio
"Aarogya Yoga | Meditation, Yoga, and Wellness Studio",5,-51,30.713844,76.753389,Fitness & Wellness,Yoga Studio
Yogic Amritdhara,5,-34,30.71271,76.75214,Fitness & Wellness,Yoga Studio
Strong Curves,5,-45,30.715305,76.758891,Fitness & Wellness,Yoga Studio
Anytime Fitness,4.7,-608,30.717181,76.753064,Fitness & Wellness,Gym
Urban Gym,4.7,-103,30.72183,76.770036,Fitness & Wellness,Gym
Burn Gym Phase 5 Mohali,4.5,-890,30.716201,76.715926,Fitness & Wellness,Gym
Fire Gym,4.9,-250,30.726072,76.776955,Fitness & Wellness,Gym
Gym13 Sector 22,4.4,-136,30.731795,76.776388,Fitness & Wellness,Gym
Krishnamacharyar AshtangaViniyoga,5,-66,30.71734,76.763766,Fitness & Wellness,Yoga Studio
"Aarogya Yoga | Meditation, Yoga, and Wellness Studio",5,-51,30.713844,76.753389,Fitness & Wellness,Yoga Studio
Yin aerial Yoga,4.7,-18,30.723801,76.763378,Fitness & Wellness,Yoga Studio
Maharishi yoga health foundation,5,-40,30.721812,76.770096,Fitness & Wellness,Yoga Studio
Chandigarh Yoga Studio,4.9,-26,30.733269,76.767539,Fitness & Wellness,Yoga Studio
Muscle Arena,4.5,-143,30.734018,76.752689,Fitness & Wellness,Gym
Suprama Fitness,4.6,-125,30.726651,76.757669,Fitness & Wellness,Gym
Powerup gym,N/A,N/A,30.726556,76.755963,Fitness & Wellness,Gym
Weight loss expert,5,-6,30.732422,76.75845,Fitness & Wellness,Gym
MIND BODY & GAME Academy,N/A,N/A,30.726049,76.749611,Fitness & Wellness,Gym
Teakwondo and karate Academy Chandigarh,5,-1,30.730341,76.753791,Fitness & Wellness,Yoga Studio
Rock 'n' Roll Dance Modeling Acting Academy Chandigarh,5,-63,30.726715,76.757787,Fitness & Wellness,Yoga Studio
Pro Ultimate Gyms Sector 38,4.8,-514,30.744436,76.743658,Fitness & Wellness,Gym
City Fitness Gym,4.7,-21,N/A,N/A,Fitness & Wellness,Gym
Gym13 Sector 22,4.4,-136,30.731795,76.776388,Fitness & Wellness,Gym
IRON HUB GYM,4.6,-280,30.730239,76.722807,Fitness & Wellness,Gym
Ozi Gym & Spa - Sec 22,4.2,-371,30.731003,76.765195,Fitness & Wellness,Gym
yoga classes(fit by yoga studio),4.9,-10,30.736929,76.732723,Fitness & Wellness,Yoga Studio
Sambhav Yog,5,-25,30.744177,76.750059,Fitness & Wellness,Yoga Studio
Advait Yog Siddhant,4.8,-17,30.741737,76.743132,Fitness & Wellness,Yoga Studio
Yogabhyasa Studio || Taekwondo & General / Advance Yogasana Classes,5,-185,30.740217,76.757777,Fitness & Wellness,Yoga Studio
Satvic yoga classes,5,-31,30.738478,76.738155,Fitness & Wellness,Yoga Studio
Open Gym,4.5,-2,30.693363,76.75201,Fitness & Wellness,Gym
Open Air Gym,4.5,-4,30.687611,76.75533,Fitness & Wellness,Gym
HEALTHY KAYA WELNESS CENTER,3,-2,30.69296,76.752408,Fitness & Wellness,Gym
The Mohali Club || Wyndham Chandigarh Mohali,4.5,"-2,834",30.685012,76.750139,Fitness & Wellness,Gym
Mohali Golf Range,4.2,"-1,020",30.682438,76.753398,Fitness & Wellness,Gym
Aneeta Yoga,N/A,N/A,30.693403,76.750259,Fitness & Wellness,Yoga Studio
yoga chandigarh,4,-2,30.687911,76.758179,Fitness & Wellness,Yoga Studio
YOGA & MEDITATION,N/A,N/A,30.692207,76.760402,Fitness & Wellness,Yoga Studio
Fitness 7 Gym Chain | Best gym in Sector 68 Mohali,4.7,-132,30.685225,76.721355,Fitness & Wellness,Gym
Octane Fitness Sector 32,4.8,-380,30.708996,76.774072,Fitness & Wellness,Gym
Burn Gym Phase 9 Mohali,4.6,-659,30.69031,76.732967,Fitness & Wellness,Gym
Recreation Gym,4.5,-133,30.699889,76.765339,Fitness & Wellness,Gym
Octane Fitness Sector 68 Mohali,4.6,-430,30.684511,76.722169,Fitness & Wellness,Gym
Art of Living Yoga and Meditation Center(Happiness Program),5,-110,30.692686,76.742648,Fitness & Wellness,Yoga Studio
Saraswati Yogpeeth,5,-78,30.700082,76.765343,Fitness & Wellness,Yoga Studio
Yoga Wellness Studio,5,-2,30.698354,76.763961,Fitness & Wellness,Yoga Studio
Aarogya Sadan,4.7,-64,30.700519,76.746061,Fitness & Wellness,Yoga Studio
Infinity Yoga Studio,4.8,-10,30.69994,76.756713,Fitness & Wellness,Yoga Studio
Pro Ultimate Gyms - Sec 46 Chandigarh,4.5,-727,30.699875,76.765549,Fitness & Wellness,Gym
Recreation Gym,4.5,-133,30.699889,76.765339,Fitness & Wellness,Gym
Super Fitness Center,4.6,-47,30.706178,76.757634,Fitness & Wellness,Gym
Beast Power Gym,4.6,-142,30.70749,76.763163,Fitness & Wellness,Gym
Friends Fitness Gym,4.2,-73,30.70552,76.7576,Fitness & Wellness,Gym
Saraswati Yogpeeth,5,-78,30.700082,76.765343,Fitness & Wellness,Yoga Studio
Aarogya Sadan,4.7,-64,30.700519,76.746061,Fitness & Wellness,Yoga Studio
"Aarogya Yoga | Meditation, Yoga, and Wellness Studio",5,-51,30.713844,76.753389,Fitness & Wellness,Yoga Studio
Yoga Wellness Studio,5,-2,30.698354,76.763961,Fitness & Wellness,Yoga Studio
Yoga In Nerves,5,-46,30.710862,76.735621,Fitness & Wellness,Yoga Studio
Anytime Fitness,4.7,-608,30.717181,76.753064,Fitness & Wellness,Gym
Octane Fitness Sector 32,4.8,-380,30.708996,76.774072,Fitness & Wellness,Gym
Urban Gym,4.7,-103,30.72183,76.770036,Fitness & Wellness,Gym
Fire Gym,4.9,-250,30.726072,76.776955,Fitness & Wellness,Gym
"Pro Ultimate Gyms - Sector 32, Chandigarh",5,-313,30.707477,76.775471,Fitness & Wellness,Gym
Krishnamacharyar AshtangaViniyoga,5,-66,30.71734,76.763766,Fitness & Wellness,Yoga Studio
"Aarogya Yoga | Meditation, Yoga, and Wellness Studio",5,-51,30.713844,76.753389,Fitness & Wellness,Yoga Studio
Maharishi yoga health foundation,5,-40,30.721812,76.770096,Fitness & Wellness,Yoga Studio
Yogic Amritdhara,5,-34,30.71271,76.75214,Fitness & Wellness,Yoga Studio
Yoga In Nerves,5,-46,30.710862,76.735621,Fitness & Wellness,Yoga Studio
Anytime Fitness,4.7,-608,30.717181,76.753064,Fitness & Wellness,Gym
Urban Gym,4.7,-103,30.72183,76.770036,Fitness & Wellness,Gym
"Legacee Gyms , Sector 34-A , Chandigarh",4.9,-62,30.724182,76.769257,Fitness & Wellness,Gym
Powerzone Gym,4.7,-183,30.727799,76.768031,Fitness & Wellness,Gym
Elite Edge Gym and Spa,4.6,-126,30.723376,76.767646,Fitness & Wellness,Gym
Maharishi yoga health foundation,5,-40,30.721812,76.770096,Fitness & Wellness,Yoga Studio
Krishnamacharyar AshtangaViniyoga,5,-66,30.71734,76.763766,Fitness & Wellness,Yoga Studio
Yoga of Mind,4.5,-8,30.729689,76.770813,Fitness & Wellness,Yoga Studio
"Aarogya Yoga | Meditation, Yoga, and Wellness Studio",5,-51,30.713844,76.753389,Fitness & Wellness,Yoga Studio
Yin aerial Yoga,4.7,-18,30.723801,76.763378,Fitness & Wellness,Yoga Studio
Urban Gym,4.7,-103,30.72183,76.770036,Fitness & Wellness,Gym
Fire Gym,4.9,-250,30.726072,76.776955,Fitness & Wellness,Gym
City Fitness Gym,4.7,-21,N/A,N/A,Fitness & Wellness,Gym
Gym13 Sector 22,4.4,-136,30.731795,76.776388,Fitness & Wellness,Gym
IRON HUB GYM,4.6,-280,30.730239,76.722807,Fitness & Wellness,Gym
Yogabhyasa Studio || Taekwondo & General / Advance Yogasana Classes,5,-185,30.740217,76.757777,Fitness & Wellness,Yoga Studio
Chandigarh Yoga Studio,4.9,-26,30.733269,76.767539,Fitness & Wellness,Yoga Studio
Maharishi yoga health foundation,5,-40,30.721812,76.770096,Fitness & Wellness,Yoga Studio
Yoga of Mind,4.5,-8,30.729689,76.770813,Fitness & Wellness,Yoga Studio
The Happy Stretch,4.8,-73,30.722326,76.779285,Fitness & Wellness,Yoga Studio
Muscle Arena,4.5,-143,30.734018,76.752689,Fitness & Wellness,Gym
Body Builder,5,-1,30.735085,76.767976,Fitness & Wellness,Gym
Yogabhyasa Studio || Taekwondo & General / Advance Yogasana Classes,5,-185,30.740217,76.757777,Fitness & Wellness,Gym
Sports Coaching centre for Squash and Swimming,N/A,N/A,30.739651,76.766781,Fitness & Wellness,Gym
Oxyzone yoga centre,2,-2,30.736725,76.758222,Fitness & Wellness,Gym
Sambhav Yog,5,-25,30.744177,76.750059,Fitness & Wellness,Yoga Studio
Chandigarh Yoga Studio,4.9,-26,30.733269,76.767539,Fitness & Wellness,Yoga Studio
Advait Yog Siddhant,4.8,-17,30.741737,76.743132,Fitness & Wellness,Yoga Studio
Yogabhyasa Studio || Taekwondo & General / Advance Yogasana Classes,5,-185,30.740217,76.757777,Fitness & Wellness,Yoga Studio
Satvic yoga classes,5,-31,30.738478,76.738155,Fitness & Wellness,Yoga Studio
Gsky fitness,4.9,-63,30.697627,76.782994,Fitness & Wellness,Gym
Iron Zone Fitness Hub,4.7,-60,30.69622,76.76803,Fitness & Wellness,Gym
Fitness club,4.9,-20,30.68667,76.746368,Fitness & Wellness,Gym
MOHALI FITNESS CENTER,4.5,-8,30.684213,76.749037,Fitness & Wellness,Gym
Open Gym,4.5,-2,30.693363,76.75201,Fitness & Wellness,Gym
Yoga Wellness Studio,5,-2,30.698354,76.763961,Fitness & Wellness,Yoga Studio
Aneeta Yoga,N/A,N/A,30.693403,76.750259,Fitness & Wellness,Yoga Studio
RM Studio,5,-20,30.694901,76.770174,Fitness & Wellness,Yoga Studio
Pro Ultimate Gyms - Sec 46 Chandigarh,4.5,-727,30.699875,76.765549,Fitness & Wellness,Gym
Recreation Gym,4.5,-133,30.699889,76.765339,Fitness & Wellness,Gym
Iron Zone Fitness Hub,4.7,-60,30.69622,76.76803,Fitness & Wellness,Gym
Fitness Zone Gym,3.3,-7,30.697461,76.767086,Fitness & Wellness,Gym
Fitness Alpha gym,4.9,-55,30.694868,76.770199,Fitness & Wellness,Gym
Saraswati Yogpeeth,5,-78,30.700082,76.765343,Fitness & Wellness,Yoga Studio
Art of Living Yoga and Meditation Center(Happiness Program),5,-110,30.692686,76.742648,Fitness & Wellness,Yoga Studio
Yoga Wellness Studio,5,-2,30.698354,76.763961,Fitness & Wellness,Yoga Studio
Aarogya Sadan,4.7,-64,30.700519,76.746061,Fitness & Wellness,Yoga Studio
Infinity Yoga Studio,4.8,-10,30.69994,76.756713,Fitness & Wellness,Yoga Studio
Anytime Fitness,4.7,-608,30.717181,76.753064,Fitness & Wellness,Gym
Octane Fitness Sector 32,4.8,-380,30.708996,76.774072,Fitness & Wellness,Gym
Recreation Gym,4.5,-133,30.699889,76.765339,Fitness & Wellness,Gym
Pro Ultimate Gyms - Sec 46 Chandigarh,4.5,-727,30.699875,76.765549,Fitness & Wellness,Gym
"Pro Ultimate Gyms - Sector 32, Chandigarh",5,-313,30.707477,76.775471,Fitness & Wellness,Gym
Saraswati Yogpeeth,5,-78,30.700082,76.765343,Fitness & Wellness,Yoga Studio
Aarogya Sadan,4.7,-64,30.700519,76.746061,Fitness & Wellness,Yoga Studio
"Aarogya Yoga | Meditation, Yoga, and Wellness Studio",5,-51,30.713844,76.753389,Fitness & Wellness,Yoga Studio
Yoga Wellness Studio,5,-2,30.698354,76.763961,Fitness & Wellness,Yoga Studio
Infinity Yoga Studio,4.8,-10,30.69994,76.756713,Fitness & Wellness,Yoga Studio
Octane Fitness Sector 32,4.8,-380,30.708996,76.774072,Fitness & Wellness,Gym
Akhada Health and Fitness Club,4.9,-487,30.713533,76.768673,Fitness & Wellness,Gym
Neha Fitness Academy,5,-56,30.712735,76.773696,Fitness & Wellness,Gym
Reflex Gym,4.3,-67,30.711383,76.757399,Fitness & Wellness,Gym
Elite Edge Gym and Spa,4.9,-40,30.708055,76.774403,Fitness & Wellness,Gym
Krishnamacharyar AshtangaViniyoga,5,-66,30.71734,76.763766,Fitness & Wellness,Yoga Studio
Strong Curves,5,-45,30.715305,76.758891,Fitness & Wellness,Yoga Studio
Neha Fitness Academy,5,-56,30.712735,76.773696,Fitness & Wellness,Yoga Studio
The Engine Room,4.8,-25,30.716033,76.762809,Fitness & Wellness,Yoga Studio
Yogis Club,4.9,-94,30.711189,76.768843,Fitness & Wellness,Yoga Studio
Anytime Fitness,4.7,-608,30.717181,76.753064,Fitness & Wellness,Gym
Urban Gym,4.7,-103,30.72183,76.770036,Fitness & Wellness,Gym
Fire Gym,4.9,-250,30.726072,76.776955,Fitness & Wellness,Gym
Gym13 Sector 22,4.4,-136,30.731795,76.776388,Fitness & Wellness,Gym
Octane Fitness Sector 32,4.8,-380,30.708996,76.774072,Fitness & Wellness,Gym
Yoga Classes in Chandigarh,5,-1,30.71697,76.777269,Fitness & Wellness,Yoga Studio
Maharishi yoga health foundation,5,-40,30.721812,76.770096,Fitness & Wellness,Yoga Studio
Krishnamacharyar AshtangaViniyoga,5,-66,30.71734,76.763766,Fitness & Wellness,Yoga Studio
The Happy Stretch,4.8,-73,30.722326,76.779285,Fitness & Wellness,Yoga Studio
Yoga of Mind,4.5,-8,30.729689,76.770813,Fitness & Wellness,Yoga Studio
Gym13 Sector 22,4.4,-136,30.731795,76.776388,Fitness & Wellness,Gym
Ozi Gym & Spa - Sec 22,4.2,-371,30.731003,76.765195,Fitness & Wellness,Gym
Pumping Weapons Gym BEST GYM IN SECTOR 22,4.9,-339,30.729294,76.772211,Fitness & Wellness,Gym
Pro Ultimate Gyms - Aroma 22 Chandigarh,4.9,-401,30.730188,76.773569,Fitness & Wellness,Gym
NEO SPARTAN FITNESS,4.8,-128,30.728402,76.767448,Fitness & Wellness,Gym
Chandigarh Yoga Studio,4.9,-26,30.733269,76.767539,Fitness & Wellness,Yoga Studio
Yoga of Mind,4.5,-8,30.729689,76.770813,Fitness & Wellness,Yoga Studio
DanceOPedia22,4.9,-89,30.732814,76.776211,Fitness & Wellness,Yoga Studio
Fitness Matters,4.8,-175,30.731281,76.765236,Fitness & Wellness,Yoga Studio
Rock 'n' Roll Dance Modeling Acting Academy Chandigarh,5,-63,30.726715,76.757787,Fitness & Wellness,Yoga Studio
Pro Ultimate Gyms Sector 38,4.8,-514,30.744436,76.743658,Fitness & Wellness,Gym
BodyZone Sector 9-C | Best Gym in Chandigarh,4.7,-480,30.741321,76.790886,Fitness & Wellness,Gym
City Fitness Gym,4.7,-21,N/A,N/A,Fitness & Wellness,Gym
Gym13 Sector 22,4.4,-136,30.731795,76.776388,Fitness & Wellness,Gym
Ozi Gym & Spa - Sec 22,4.2,-371,30.731003,76.765195,Fitness & Wellness,Gym
Yog Cafe - Kaval Yoga,4.9,-35,30.748174,76.781541,Fitness & Wellness,Yoga Studio
Yogabhyasa Studio || Taekwondo & General / Advance Yogasana Classes,5,-185,30.740217,76.757777,Fitness & Wellness,Yoga Studio
Sambhav Yog,5,-25,30.744177,76.750059,Fitness & Wellness,Yoga Studio
Chandigarh Yoga Studio,4.9,-26,30.733269,76.767539,Fitness & Wellness,Yoga Studio
Mandeep Yoga Studio,5,-4,30.749066,76.753567,Fitness & Wellness,Yoga Studio
Name,Rating,Number of Reviews,Latitude,Longitude,Category,Sub-Category
Fitness 7 Gym Chain | Best gym in Sector 68 Mohali,4.7,-132,30.685225,76.721355,Fitness & Wellness,Gym
Sona Gym & Spa ( Ladies Gym ),4.9,-208,30.695354,76.71811,Fitness & Wellness,Gym
Pro Ultimate Gyms - Bestech,4.7,-456,30.676495,76.738498,Fitness & Wellness,Gym
Pro Ultimate Gyms,4.6,-662,30.679605,76.724918,Fitness & Wellness,Gym
Powerhouse Gym Mohali | Best Gym in Mohali,4.7,-111,30.67622,76.724359,Fitness & Wellness,Gym
Art of Living Yoga and Meditation Center(Happiness Program),5,-110,30.692686,76.742648,Fitness & Wellness,Yoga Studio
Deva Eternal Yoga,5,-6,30.679577,76.729452,Fitness & Wellness,Yoga Studio
The Pump House Gym,4.8,-173,30.687923,76.737537,Fitness & Wellness,Yoga Studio
RESETUP Fitness,5,-68,30.681608,76.744505,Fitness & Wellness,Yoga Studio
Yoga Wellness Studio,5,-2,30.698354,76.763961,Fitness & Wellness,Yoga Studio
kr fitness,5,-15,30.695605,76.748982,Fitness & Wellness,Gym
Meet Singh Fitness,5,-8,30.692061,76.748565,Fitness & Wellness,Gym
Online Nutritionist and Fitness Trainer in India,4.9,-62,30.698887,76.755258,Fitness & Wellness,Gym
HEALTHY KAYA WELNESS CENTER,3,-2,30.69296,76.752408,Fitness & Wellness,Gym
Open Gym,4.5,-2,30.693363,76.75201,Fitness & Wellness,Gym
Art of Living Yoga and Meditation Center(Happiness Program),5,-110,30.692686,76.742648,Fitness & Wellness,Yoga Studio
Aarogya Sadan,4.7,-64,30.700519,76.746061,Fitness & Wellness,Yoga Studio
YoKalp,4.8,-123,30.685425,76.721472,Fitness & Wellness,Yoga Studio
Fat to Fit Diet Clinic - Best Yoga & Pilates Studio in Mohali,5,-78,30.703525,76.726525,Fitness & Wellness,Yoga Studio
Yoga In Nerves,5,-46,30.710862,76.735621,Fitness & Wellness,Yoga Studio
